job_id,job_title,company,descriptions,location,category,subcategory,role,type,salary,listingDate
74607510,Retail Sales Manager,MajuHome,"Job Description
Accountable for overall branch sales achievement and profitability
Planning and implementing overall branch retail sales & operations strategy , setting team goals and directions in order to achieve sales performance
Able to handle and manage branch's daily operations according to the company policy and SOP
Manage sales performance of all branch staff to meet KPI set
Involve in soliciting for retail business, maintaining good rapport with customers, prospects, staff and business partners
Supervise, train and develop branch staff (20 px) to improve their competency
Build and foster strong teamwork and working relationship among all branch personnel
Ensure branch setup and display is following the Retail Guide
To attended to customer selling floor whenever required
Job Requirements
Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree prefertably major in Business Studies/Administration/Management or equivalent.
At least 5 years retail industry experience with 3 years managerial capacities in leading a team
Able to work on weekend/ Alternate weekend
Required languages: English, Mandarin and Bahasa Malaysia to liase with associates.
Strong experience in managing a branch's daily operations.
Possess good leadership with people management skills.
Excellent interpersonal and communication skills.
Positive disposition with a passion for retail industry.
Location: Petaling Jaya, Putrajaya",Petaling,Sales,Management,retail-sales-manager,Full time,"RM6,000 - RM9,000 per month",2024-03-20T10:48:42Z
74621452,Procure-to-Pay Assistant,Glory Global Solutions (M),"ROLE PURPOSE
Theâ€¯Accounts Payable & Intercompany Reconciliations Assistant is an integral part of the AP team and will work closely with the purchasing team and departmental managers.
On a daily basis, the role involves processing purchase invoices and logging them in JDE (our ERP System) for payment to ensure suppliers are paid on agreed terms.
You will also be responsible for agreeing intercompany statements with subsidiaries and resolving any variances.
MAIN RESPONSIBILITIES
Responsible for procure-to-pay (PTP) end-to-end process.
Responsible for on-time processing and payment of all payment requests, including intercompany and staff claim.
Be responsible for ensuring that all intercompany agreements within the Group are signed and returned
Reconcile and agree monthly supplier statements (3rd party and intercompany) requesting copies and ensuring invoices are processed promptly
Ensure overall PTP processing complies with SOX, company policies and audit requirement.
Continuous improvement and enhancement on PTP processes and systems
Assist in any month end close activities
Handle ad-hoc duties as assigned by Superior from time to time
REQUIRED EDUCATION AND QUALIFICATIONS
Degree in Finance & Accounting/Commerce or equivalent
REQUIRED SKILLS AND COMPETENCIES
Minimum 2 - 4 years of relevantÂ experience in PTP process, including accounts payable.
SSC background with JDE knowledge is advantageous but not a MUST
Able to self-motivate and work independently
Self-starter, organised and a team player
Good communication skills in English (written and spoken) and interpersonal skills
Able to work under pressure and to deadlines
Other Language skills advantageous.
A flexible approach to working hours is a must due to the Regional Nature of this role and supporting a wide range of time zones across Asia Pacific and Europe",Kuala Lumpur,Accounting,Accounts Payable,assistant_2,Full time,"RM4,000 - RM5,500 per month",2024-03-21T02:17:30Z
74564157,Project Admin Assistant,CYML GROUP SDN. BHD.,"Assist in maintaining the office systems in data management and filing to ensure that the daily operation runs smoothly.
Assist the team with work related to ISO9001:2015.
Scheduling and coordinating meetings and project-related events.
Maintenance of archived records. Filing of documents including scanning.
Other responsibilities as delegated by superiors or management.
JOB REQUIREMENT
Have at least Diploma or Degree in any field or equivalent experience
Working experience in document management and ISO9001:2015 will be add advantage.
Team player with good interpersonal and positive attitude.
Self-starter, ability to work with minimal direct supervision.
Excellent critical thinking, problem solving and analytical skills with attention to detail.
Good written and verbal communication skills / ability to discuss technical objectives to non-technical user community.
Proficient in using Microsoft Office (Word, excel, etc).
Candidate to have own transport.
Candidate which able to join immediately will be add advantage.
Fresh graduate is welcome to apply.
Require to base at project site.",Kuala Lumpur,Administration & Office Support,Administrative Assistants,administration-officer,Full time,"MYR 2,500 - 3,500",2024-03-19T09:27:39Z
74662132,Junior UI/UX Designer,Chin Hin Group Berhad,"Job Responsibilities:
Collaborate with product management and engineering to define and implement innovative solutions for the product direction, visuals, and experience.
Execute all visual design stages from concept to final hand-off to engineering.
Conceptualize original ideas that bring simplicity and user friendliness to complex design roadblocks.
Create wireframes, storyboards, user flows, process flows and site maps to effectively communicate interaction and design ideas.
Present and defend designs and key milestones deliverables to peers and executive level stakeholders.
Conduct user research and evaluate user feedback.
Establish and promote design guidelines, best practices, and standards.
Qualifications:
Bachelor's degree in Multimedia, Interaction Design or any relevant field (e.g., UX Design, Human-Computer Interaction, Design).
Minimum of 2 years of experience in UI/UX design.
Proficient in UX design tools e.g., Sketch, Figma, Adobe XD or similar software.
Proficient with Photoshop, Illustrator or other visual design tools will be an added advantage.
Strong portfolio showcasing UI/UX design skills, including wireframes, prototypes, and final designs.
Strong understanding of user-centered design principles.
Excellent communication and collaboration skills.
Able to solve problems creatively and effectively.
UpToDate with the latest UI trends, techniques, and technologies.",Selangor,Design & Architecture,Web & Interaction Design,ux--ui-designer,Full time,,2024-03-22T08:02:02Z
74626503,Purchasing Executive / Buyer é‡‡è´­éƒ¨æ‰§è¡Œå‘˜,Able Global Berhad (Formerly Known as Johore Tin Berhad),"Responsibility:
Source for new suppliers and also carry out the evaluation and qualification of suppliers.
Carry out an annual assessment of approved suppliers.
Ensure all purchases meet and confirm specification requirements in terms of quality, reliability, price, delivery which in turn contribute to the overall quality and delivery time of the finished products
Coordinate with supplier on sourcing materials price negotiation and delivery status
Assist in sourcing of local or overseas (if necessary) suppliers as a competitive cost
Liaise with suppliers on unacceptable or defective goods and take corrective action
Ensure all incoming purchase requisition are processed promptly and efficiently
To ensureÂ and practice a proper filing system
Work closely with internal staff and external suppliers
Ensure proper stock management
Check and investigate a physical product that has a quality issue, review the result and submit the proposal
Requirements:
Min qualification Diploma/ Bachelorâ€™s Degree in any related field or equivalent.
At least 2 years working experience in manufacturing field with Supply Chain Management experience is an added advantage
Willing to learn and hardworking with a positive attitude.
Able to multi-task and handle detailed documentation and procedures.
Mature and work independently with minimum supervision as well as be a team player.
Computer literate - well versed with Microsoft Office and ERP system
Required skill(s): Negotiation, communication, planning, organizing, and analytical skills",Johor Bahru District,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",purchasing-executive,Full time,"RM3,300 - RM4,000 per month",2024-03-21T03:44:49Z
74602242,MECHANICAL DESIGN ENGINEER,LANCO INTEGRATED (MALAYSIA) SDN. BHD.,"OVERALL RESPONSIBILITIES
Primary responsibilities include
conceptual engineering
, design, and detailing of
intermediate
automated assembly stations.
Create mechanical design output for assigned systems and stations including assembly drawings, bills of material, detail drawings, station descriptions, and I/O designations.
Participate in internal and customer reviews, as required.
Estimate and document station cycle times.
Support the machine build process throughout the purchasing, manufacturing, assembly, and debug phases of the assigned projects with information about the design.
With Minimal Guidance
:
Awareness of scheduling and budgetary requirements.
Review design input information (tech specs, costing, schedule, customer parts, etc.).
Review technical and budgetary details with the Project Engineer.
Produce Test Plans and Risk Analyses
Conduct vendor correspondence and Requests for Quotation.
Approved for design of critical test systems
Participate in the Company Idea System making continuous improvements as required.
SECONDARY TASKS
As needed, support the development of machine manuals by updating documentation.
As needed, support Applications Engineering and Sales during the development of quotation and tech spec.
As needed, assist in the development of standards in mechanical design.
As needed, assist Customer Service in support of Field Engineering.
As needed, assist in projects the Project Engineers or Engineering Management may be involved in to further Lancoâ€™s goals.
As needed, assist in new employee training, informal and formal.
SPECIAL EDUCATION OR OTHER REQUIREMENTS
Bachelor of Science in Mechanical Engineering
or equivalent.
2-10 Years Automation Design experience
Knowledge of automation design,
strong mechanical system emphasis
.
Mid Level
emphasis on sensor specification and control systems.
Proficient in 3-D CAD, MS Office
Basic Understanding of MRP system process
Knowledge of Lanco standard components
Capable of performing tolerance stack up calculations
Capable of performing advanced mechanical engineering computations
Comprehensive knowledge of department and companywide ISO procedures
Strong communication skills, both verbal and written
Ability to apply Geometric Tolerancing and Dimensioning
Knowledge of basic machining practices
Travel may be required",Others,Engineering,Mechanical Engineering,mechanical-design-engineer,Full time,,2024-03-20T08:48:10Z
74634450,Mechanical & Electrical Coordinator,Private Advertiser,"Job description
Company Description
We are a main building construction Company based in Kuala Lumpur with over 30 yearsâ€™ experience in building residential and commercial projects.
Role Description
This is a full-time on-site role as a mechanical & electrical (M&E) coordinator for our projects in Klang Valley. The successful candidate will be responsible for
Review project drawings and technical clarifications
Coordinate with M & E sub-contractors
Conducting tests and evaluations to ensure system functionality
Attend to inspection with Architects and Consultants on M&E works
Monitor progress of works and troubleshoot issues on site
Collaborating with cross-functional teams to meet project deadlines
Providing technical support and expertise to internal and external stakeholders
Experience in M&E coordination works for high rise building is an advantage
Must be able to communicate in Bahasa Malaysia, English and Mandarin
Qualifications
Certificate / Diploma in Mechanical Engineering, Electrical Engineering, or related field
Familiar with the MS Project and AutoCad programs
Exposure in M&E works for high rise building an advantage
Application Instructions
To apply for this role, please submit your resume and portfolio to the email address specified in the job posting. Include ""Mechanical Electrical Supervisor/ Coordinator Application"" in the subject line.",Cheras,Engineering,Electrical/Electronic Engineering,electrical-coordinator,Full time,"RM3,800 - RM4,500 per month",2024-03-21T07:32:12Z
74592180,ACCOUNT EXECUTIVE,LION MACHINERY AND CONSTRUCTION SDN. BHD.,"To handle full set of accounting and ensure timely and accurate preparation of financial report.
Responsible for day-to-day accounting transactions including accounting data entries and any other related matters.
Assist in the preparation of month-end and year-end closing activities, including reconciliations, accruals, and adjustments.
Prepare, update, analyse and dealing for external audit questioner.
Review invoices or accounting related documents for accuracy and resolve any accounts discrepancies.
Maintain accurate and efficient filling system to ensure the traceability of documents.
Provide Administrative support to Account & Finance Department.
Responsible for any others related jobs directed / assigned by Superior when it is deemed necessary from time to time.",Batu Pahat District,Accounting,Accounts Officers/Clerks,account-executive,Full time,"RM3,000 - RM3,500 per month",2024-03-20T03:47:48Z
74628501,Remote Admin&Account (Maternity Replacement),Teibto Sdn Bhd,"Description
1. Update internal databases with new hire information
2. Create and distribute guidelines and FAQ documents about company policies
3. Gather payroll data like bank accounts and working days
4. Schedule job interviews and contact candidates as needed
5. Prepare reports and presentations on HR-related metrics like total number of hires by department
6. Develop training and onboarding material
7. Answer employee's queries about HR-related issues
8. Revise company policies
9. Liaise with external partners, like insurance vendors, and ensure legal compliance
10. Create regular reports and presentations on HR metrics
12. Supporting priority team with any administrative and accounting activities
Who are we looking for:
Minimum of 2 - 3 years of working experience in accounting and admin
Available to work from May to Oct 2024
Excellent written and verbal English skills
High attention to detail, structure and a desire to learn and succeed
Excellent interpersonal and communication skills, with the ability to maintain confidentiality.
Good attitude and eagerness to learn and grow",Mid Valley City,Administration & Office Support,Administrative Assistants,accounts-role,Full time,,2024-03-21T04:31:38Z
74616532,ACCOUNT EXECUTIVE,KL Automation Engineering Sdn. Bhd.,"Job responsibilities:
Able to handle full set account including cash flow management, monitoring bank balance, petty cash claims and bank reconciliation
Managing banking facilities
Liaise with bankers, auditors, company secretary and government agencies
Ensure on time completion of work to meet deadlines
Perform any other duties as assigned by superior
Job requirements:
Candidates must possess at least a Diploma in Accountancy/Finance or LCCI or equivalent
At least 3 years of working experience in the related field is required for this position
Knowledge in Autocount according system is added advantage
Proficiency with MS Office Applications (Excel / Word / Power Point)
Fluent in English, Bahasa Malaysia. Knowledge of Mandarin an advantage.
Benefits of this role: -
Working 5 days a week (Mondays to Fridays).
Recognition & Awards: NO MC awards, Long Service Awards and Child Birth Token.
Additional Benefits: Birthday Leave, Sports and Recreational and etc.",Petaling,Accounting,Bookkeeping & Small Practice Accounting,account-executive,Full time,"RM3,400 - RM5,000 per month",2024-03-21T00:24:44Z
74630150,Software Engineer (Frontend),GLOTECH SDN. BHD.,"Responsibilities:
Responsible for technology selection and development of related front-end business, including but not limited to Web page development, App H5 development, mini programs, etc;
Responsible for continuous improvement and optimization of product performance, pursuing the ultimate user experience;
Improve and optimize development processes, tools and frameworks, deployment existing codebase, and improve development efficiency;
Web frontier technology research, keep update of new technologies and apply into existing projects.
Requirements:
Proven experience in HTML, HTML5, JavaScript, CSS/CSS3, and others Web standard technologies.
Proficiency in front-end frameworks, including but not limited to Vue, React;
Proficiency in Http, Websocket protocols, proficient in NodeJs, TypeScript, Graphql, etc.
Relevant technologies can be flexibly applied to work.
Familiar with front-end engineering, browser principles, web security, network optimization, etc.
Have a strong responsibility and actively complete the tasks assigned.
Knowing Mandarin will added advantages
èŒä½è¯¦æƒ…ï¼š
è´Ÿè´£ç›¸å…³å‰ç«¯ä¸šåŠ¡çš„æŠ€æœ¯é€‰åž‹ä¸Žå¼€å‘ï¼ŒåŒ…æ‹¬ä½†ä¸é™äºŽWebç½‘é¡µå¼€å‘ã€App H5å¼€å‘ã€å°ç¨‹åºç­‰ï¼›
è´Ÿè´£æŒç»­æ”¹è¿›ä¼˜åŒ–äº§å“æ€§èƒ½ï¼Œè¿½æ±‚æžè‡´çš„ç”¨æˆ·ä½“éªŒï¼›
æ”¹è¿›å’Œä¼˜åŒ–å¼€å‘æµç¨‹ã€å·¥å…·å’Œæ¡†æž¶ï¼Œæ­å»ºåŸºç¡€è®¾æ–½ï¼Œæé«˜å¼€å‘æ•ˆçŽ‡ï¼›
Webå‰æ²¿æŠ€æœ¯ç ”ç©¶ï¼Œè·Ÿè¸ªæ–°æŠ€æœ¯å‘å±•å¹¶è¿ç”¨åˆ°å®žé™…é¡¹ç›®ä¸­ã€‚
ä»»èŒè¦æ±‚ï¼š
ç†Ÿæ‚‰HTMLã€HTML5ã€JavaScriptã€CSS/CSS3ç­‰Webæ ‡å‡†æŠ€æœ¯ï¼›
ç†Ÿç»ƒæŽŒæ¡ä¸»æµå‰ç«¯æ¡†æž¶ï¼ŒåŒ…æ‹¬ä½†ä¸é™äºŽVueã€React;
ç†Ÿæ‚‰Httpã€Websocketåè®®ï¼Œç†Ÿç»ƒæŽŒæ¡NodeJsã€TypeScriptã€Graphqlç­‰ï¼›
ç›¸å…³æŠ€æœ¯èƒ½å¤Ÿçµæ´»è¿ç”¨åˆ°å®žé™…çš„å·¥ä½œä¸­ï¼›
åœ¨å‰ç«¯å·¥ç¨‹åŒ–ï¼Œæµè§ˆå™¨åŽŸç†ï¼ŒWebå®‰å…¨ï¼Œç½‘ç»œä¼˜åŒ–ç­‰æ–¹é¢éƒ½æœ‰äº†è§£
æœ‰å¼ºçƒˆçš„è´£ä»»å¿ƒï¼Œç§¯æžå®Œæˆå¸ƒç½®çš„å„é¡¹å·¥ä½œ",Petaling,Information & Communication Technology,Developers/Programmers,software-engineer,Full time,"MYR 5,500 - 8,000",2024-03-21T05:40:55Z
74629236,CUSTOMER SERVICE EXCUTIVE,EASTLINK GLOBAL LOGISTICS SDN. BHD.,"Scope of Position
Ensure timely and accurate movement of bookings, freight and information, while providing exceptional customer service.
Major Duties and Responsibilities
Maintain relationships with carriers and customers.
Help manage current customer accounts.
Schedule outbound and inbound shipments.
Assist with the communications with carriers when issues arise.
Make recommendations with regard to transportation, routing, carrier selection and assist to meet customer requirements.
Prepare shipping documents and invoices.
Ensure all supporting documents are accurate, available and applicable to the customer order/shipment.
Organize pick-up schedules as applicable for cargo.
Compile and submit accurate, regular and timely reports as requested.
Keep communication flowing with customer on a daily basis to deliver excellent customer service.
Report and document any irregularities to Supervisor immediately.
Multitasking skills within workspace as well as computer software programs.
Overseas communications, timely responses to emails and requests (internal and external)
Qualifications
Possess Diploma or Degree in International Business or Logistics and Transportation management.
Fresh graduates are encouraged to apply.
Logistics experience preferred.
Understanding of transportation documentation and terms.
Effective interpersonal skills, including proven abilities to listen, comprehend, effectively communicate clearly and concisely to obtain positive results.
Pro-active, strong organizational skills.
Good computer skills (Excel, Word, PowerPoint)
Fluent in multiple languages is an added advantage.",Johor Bahru District,Administration & Office Support,Administrative Assistants,customer-service-role,Full time,"RM2,200 - RM3,200 per month",2024-03-21T05:01:06Z
74662741,Safety and Health Coordinator,Advanced Ceramics Technology (M) Sdn Bhd,"To ADVISE the employer and employees/area owner for workplace safety and healthâ€™s continuous improvement plan.
WORK WITH supervisors/Heads of Department to inspect the machinery, plant, equipment, materials, tools or processes, or any rough work used in the workplace, which may cause limb injury to any person working there.
Together with the head of department/supervisor investigate any accident, near miss, dangerous incident, occupational poisoning, or occupational disease that occurs in the workplace.
Organize and implement employee safety and health programs/safety plans following regulations e.g. OSHA, FAM, EQA, ISO, etc.
To be the secretary to the safety and health committee as specified under sub-regulation 6 (2), Occupational Safety and Health (Safety and Health Committee) Regulations 1996, and perform all the functions of a secretary as specified in those regulations.
ASSIST the safety and health committee in examining the effectiveness of measures taken to comply with acts and regulations.
To collect, analyze, and maintain statistics on any accidents, dangerous occurrences, occupational poisoning, or occupational diseases that occur in the workplace.
To assist any government officer /DOSH OFFICER in carrying out his duties or any regulations made under the act.
Carry out other instructions made by the employer
Responsible for dosh auditing and reporting as well as maintaining documentation in ensuring compliance for the companies under the group.
Carry out any other instructions made by the employer or any person responsible for the workplace on any matter relating to safety and health including visitorâ€™s safety, security control, business contingency plan, canteen committee, pandemic management, etc.",Seberang Perai,Engineering,Environmental Engineering,health-coordinator,Full time,,2024-03-22T08:30:41Z
74527371,ADMIN ASSISTANT,Advance Geotechnics Sdn Bhd,"JOB DESCRIPTION
Assist in preparation of full set accounts.
Ensure the account payable, account receivable, bank reconciliation, journal and general functions are performed in an accurate, efficient andÂ timelyÂ manner.
Manage daily accounting operations.
Computation of staff salaries and workerâ€™sÂ wages.
Assist in HR ISO policies, procedures and forms are updated as per ISOÂ requirements.
Perform duties as assigned by superior from timeÂ toÂ time.
JOB REQUIREMENT
Candidate must possess at least a Secondary School/SPM/""O"" level, Diploma, Advanced/Higher/Graduate Diploma, Bachelorâ€™s Degree, Post Graduate Diploma, Professional Degree,Â anyÂ field.
At least 1-2 years of working experience in the related field is required for this position.
Able to work independently with minimum supervision.
Able to start work immediately or within short notice isÂ preferred.",Seremban District,Administration & Office Support,Administrative Assistants,administration-officer,Full time,"RM2,000 - RM3,000 per month",2024-03-18T05:30:39Z
74622406,"Executive, Waste Water Treatment Plant",Ideal Quality Sdn Bhd,"QUALIFICATION AND EXPERIENCE
Requirement:
Degree Holder with working experience in similar field.
CePIETSO - PCP or BP or CePSWaM will Â be added advantage.
Minimum 3 years experience in manufacturing.
Basic knowledge in Waste Water Treatment would be advantage.
Ability to lead and train subordinates to achieve company goal.
Good communication skills.
Good discipline and attitude to set good examples for subordinates.
Systematic and positive problem-solving approach.
Able to work independently with minimum supervision.
DETAILS OF DUTIES AND RESPONSIBILITIES
To ensure daily water treatment quality before discharge.
To ensure the right quantity of chemicals using and procedure of preparing chemicals.
To ensure all the piping, connector, pump and motor are well maintained.
To ensure the water discharge sample send to lab for testing (pH, COD, Zinc Content and TDS parameter) all the parameter meets the Standard B requirement.
To ensure all the waste treatment compound/area are in clean and good environment.
To monitor the daily job in the Waste Water Treatment plant.
To manage plant Schedule waste including from schedule waste transporter, supplier to reporting to DOE (eSWIS)
To ensure the workers follow the safety rules and regulations in daily operation.
Strive to support, encourage and achieve or better company objectives and KPIs
Other assigned duties as required.",Klang District,Engineering,Chemical Engineering,Wastewater-Treatment-Plant-Executive,Full time,,2024-03-21T02:47:34Z
74585360,Executive Secretary to the General Manager,KUMPULAN LEBAR DAUN,"The Group is looking for an individual to assist the General Manager with secretarial skills to join the team and to help in significant scale projects for our clients. The ideal candidate will have experience in secretarial roles with excellent communication and organizational skills. You will work closely with General Manager and the development team.
As a successful hire, you are responsible for carrying out clerical, phone, and administrative responsibilities while simultaneously representing the Development department. To be chosen for this role, you must have at least a Diploma or bachelor's degree in office management,Â  business, or a related field. Prior work experience in administration, sales, or marketing is a plus. Practical written and verbal communication skills and great attention to detail are crucial to success in this role.
Responsibilities:
ManageÂ  General Managerâ€™s calendar, schedule appointments and coordinate travel arrangements
Conduct research on property developmentâ€™s industry trends, feasibility studies, vendors and relevant parties
Design proposals for submission and assist in preparing presentations when required
Liaise with government ministries and agencies to secure B2G projects
Participate in meetings and take minutes and perform secretarial and administrative duties as assigned
Answer incoming phone calls and respond to emails in a professional setting
Act as a point of contact for General Manager and developmentâ€™s team
Handling all secretarial work for the office of General Manager.
Promptly replying to all correspondence without constant supervision.
Coordination with all HODs for various meetings for the smooth functioning of the organization.
Responsible for collating information and providing to theÂ General Manager as and when requested.
Handle incoming parcels and other material.
Prepare letters, memos, and other documents using word processing, spreadsheet, database, or presentation software.
Requirements:
Minimum of three (2) years of experience in a secretarial role
Strong organizational and communication skills
Proficiency in Microsoft Office Suite and Adobe Creative Suite
Experience in marketing and proposal design (a bonus)
Passionate about property development, construction and emerging technologies
Familiarity with government ministries and agencies
Able to start immediately
We are looking for a proactive, resourceful, and driven individual who can support the General Manager and contribute to the growth of the company. The candidate must be detail-oriented, possess excellent communication and interpersonal skills, and have a positive attitude towards work. If you are passionate about construction, property development and emerging technologies and want to make a difference, we encourage you to apply.",Shah Alam/Subang,Administration & Office Support,"PA, EA & Secretarial",Secretary-to-the-General-Manager,Full time,"RM2,500 - RM3,750 per month",2024-03-20T01:31:56Z
74599732,Sales Administration Coordinator (Remote),abba maintenance services pte ltd,"Job Description
Sales Administration Coordinator (Remote)
We are a growing facility management company in Singapore looking to hire a Sales Administration Coordinator (Remote). As we grow, we are glad to nurture our team and provide career advancement. Do join us as we offer a great environment for personal development and constructive feedback and support within the team. As a Sales Administration Coordinator (Remote), you will be working closely with clients, executives, and cleaning specialists, to deliver cleaning services to the clients.
Responsibilities
Provide administrative support to sales representatives as needed.
Facilitate the smooth operation of the sales process
Enter and update customer information, sales leads, and other relevant data in the system.
Ensure accuracy and completeness of client and package details.
Address inquiries or provide service-related information to clients.
Resolve issues raised by the clients as soon as possible.
Assist the sales team in preparing and sending quotes or proposals.
Support operational needs within the team and complete ad-hoc tasks assigned.
Manage and file important sales documents and contracts.
Coordinate with various departments to fulfill deals in a timely manner.
Respond to customer inquiries and provide information about products or services.
Address customer concerns and resolve issues promptly.
Maintain organised and up-to-date records of sales transactions.
Generate and maintain sales reports for analysis and decision-making.
Act as a liaison between the sales team and other departments.
Requirements
Candidates must possess qualification(s) of at least SPM.
1-2 years of working experience in Sales/ Customer Service/ Operations is preferred.
Good interpersonal skills.
Must be able to speak fluent English.
Ability to speak and write in Mandarin is advantageous.
Knowledge in CRM platform is a bonus.
Ability to start immediately is preferred
6 days work week. Monday to Friday, 9am to 6.30pm. Saturday 8am to 12pm.
Contactable out of working hours and standby to resolve urgent issues.
Benefits
Work from home
Yearly performance bonus
14 days annual leave
Medical reimbursement benefit of up to a maximum of RM70 per valid medical certificate
Contributions to the Employee Provident Fund (EPF) and Social Security Organization (SOCSO) in accordance with the prevailing rates as required under the EPF Act and SOCSO Act",Kuala Lumpur,Administration & Office Support,Client & Sales Administration,sales-administration-coordinator,Full time,"RM3,000 - RM4,000 per month",2024-03-20T06:51:22Z
74620807,Event Administrator,House of Cards Limited,"Your New Role:
As theÂ Event Administrator, you will be responsible to:
Provide an excellent event administrative service for the department; recording event data, organising meetings, meeting minutes, invoices, and other correspondence, etc.
Maintain detailed documentation of the administrative processes relevant to the Events and VIP Team, and department projects.
Implement systems to record all event data to use for future planning, including research activity to audit and inform future event decisions.
Manage day-to-day / office related stocks of the Event & VIP team such as stationery and materials, claim forms, etc.
Arrange for appropriate archiving and maintaining of documents.
Work collaboratively with colleagues to coordinate procedures and sharing of best practice.
Undertake such other tasks as may be reasonably expected within the scope and grade of the post.
Work collaboratively to help and support colleagues in the delivery of events as required under the supervision of the Event Director.
For This Role, You Will Need:
Previous experience as an Administrative Officer, Administrator, or other related administrative role.
Significant experience of organising office procedures.
Good practical experience with office management software like MS Office.
Strong problem-solving and organisation skills.
Highly self-motivated, takes initiative, and can work with minimal supervision.
Excellent written and verbal communication skills (English) with close attention to detail",Desa Parkcity,Administration & Office Support,Administrative Assistants,events-administrator,Full time,"RM3,500 - RM4,500 per month",2024-03-21T01:57:21Z
74628251,Purchasing Executive,TMK CHEMICAL BANTING SDN BHD,"Responsibilities:
To be responsible for timely issuance of Purchase Orders to suppliers and get Order Acknowledgement within the expected turn-around time.
To collaborate with various functional teams and with internal customers, and effectively communicate order status in a clear and timely manner, including improvement / delays in delivery from suppliers.
To ensure products and services meet quality expectations, are on time and are in accordance with the customer needs.
To develop and grow new relationships with suppliers.
To liaise with Accounts Payable to ensure a smooth and consistent end-to-end procure to pay process.
To maintain sound working relationships with vendors to ensure responsive service and timely resolution of all issues.
To track assets and orders and provide regular tracking reports and status updates on orders.
To create spend forecasts and monitor against actual spend.
To coordinate with various stakeholders to resolve issues on Purchase Requisition, Purchase Order and invoices.
To prepare information and documents for audits as required.
To perform any other tasks as and when required and instructed by the superior or by the Management.
Requirements:
Diploma / Degree with at least 2 years relevant Purchasing experience in a manufacturing environment.
Fluent in English, both verbal and written or other language would be an advantage.
Analytical skill, problem solving and good communication skill are required.
Expert level in up to date and efficient IT tools and working methods (agendas, minutes, logs, storing of material)
Able to work independently, adapt to changing circumstances and self-motivated to develop and fast learner.
Proactive attitude of solving problems, good team spirit are required.
Knowledge in Microsoft Office Tool is essential.
Ability to handle SAP system would be an added advantage.",Kuala Langat,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",purchasing-executive,Full time,"RM3,700 - RM4,200 per month",2024-03-21T04:22:47Z
74677449,IT Manager- MNC (Based In Papua New Guinea),Agensi Pekerjaan Talent Recruit Sdn. Bhd.,"Company Background
Our client Â is a multinational company that has operation in Papua New Guinea. They
supply Â machinery used for various construction projects in Papua New Guinea.
This machinery Â includes equipment for earthmoving, road building, and lifting heavy objects.
As they are expanding their business, they are in need of an
internal IT Manager Â to lead the implementation of a new Enterprise Resource Planning (ERP) system
. This is a new role and if you do have prior experience in ERP implementation or projects, you are welcomed to apply
Job Description
Manage and maintain all IT infrastructure, including hardware, software, and networks.
Provide technical support to staff and troubleshoot IT issues.
Implement and enforce IT security policies and procedures.
Stay up-to-date on the latest IT trends and technologies.
Lead the implementation of a new ERP system.
Work with cross-functional teams to ensure the ERP system aligns with business needs.
Manage IT budgets and resources effectively
Requirements
Bachelor's Degree in Information Technology or a related field
Minimum 5 years of experience in an IT support or management role
Proven experience with ERP system implementations
Strong understanding of network management, security, and troubleshooting
Language requirement: English & Mandarin due to business needs
Must be willing to be based in Papua New Guinea
This is a great opportunity for a highly motivated and results-oriented IT professional to have international working exposure
Benefits
Base Salary (Tax Borne by company 100%)
Accommodation +Transportation + Meals Provided
Annual Return Ticket to visit home
30 days of Annual Leaves
Medical/Insurance Coverage
Interested candidates may apply online or email your updated resume to
mona(at)talentrecruit.com.my
.
Only shortlisted candidates will be notified.",Kuala Lumpur,Information & Communication Technology,Management,information-technology-manager,Full time,"RM8,000 - RM10,000 per month",2024-03-23T00:37:43Z
74573628,General Clerk,TECK HUAT GRANITE INDUSTRIES SDN. BHD.,"Working day 6days
Carrying out clerical duties such as answering phone calls, responding to emails, and preparing documents, including office correspondence, memos, and presentations.
Coordinating and managing production schedule, in order to prevent duplicate job.
Performing bookkeeping tasks such as invoicing, monthly debtor's statement monitoring accounts receivable.
Maintaining general office files, including job files, vendor files, and other files related to the companyâ€™s operations.
Purchasing office supplies, equipment.
Performing other relevant duties when needed.",Melaka Tengah,Administration & Office Support,Administrative Assistants,General-Clerk,Full time,"RM2,200 - RM3,300 per month",2024-03-20T00:13:26Z
